ENCFF432TSX	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BHLHE40-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF077KRK, ENCFF159GKF, ENCFF368XWG	463671	ENCODE Processing Pipeline	3b2345fad1e34528d67696019967b345		https://www.encodeproject.org/files/ENCFF432TSX/@@download/ENCFF432TSX.bed.gz	hg19			released		inconsistent target of control experiment, low read length	biological replicates with identical biosample, duplicate lane review		
ENCFF259NPX	bed narrowPeak	conservative idr thresholded peaks	ENCSR782WRO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BMI1-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF186JXU, ENCFF594TUH, ENCFF841ZJM	38228	ENCODE Processing Pipeline	a64123622ef4b94c7a67fb3b5120e4db		https://www.encodeproject.org/files/ENCFF259NPX/@@download/ENCFF259NPX.bed.gz	hg19			released		low read length, borderline replicate concordance			
ENCFF708LIZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR223MLH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BRCA1-human	DNA					False	2017-05-18	ENCODE				1, 2							ENCFF001TDO, ENCFF248TTW, ENCFF302RJE, ENCFF507JPU	7468	ENCODE Processing Pipeline	a90c858ec47788b6b5c67ca3a0deeaf7		https://www.encodeproject.org/files/ENCFF708LIZ/@@download/ENCFF708LIZ.bed.gz	hg19			released		mild to moderate bottlenecking, borderline replicate concordance			
ENCFF868NFS	bed narrowPeak	conservative idr thresholded peaks	ENCSR583ACG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BRD4-human	DNA					False	2017-01-08	ENCODE				1, 2							ENCFF001TDO, ENCFF118EOA, ENCFF267CBS, ENCFF875ITP	115468	ENCODE Processing Pipeline	50594c6a20322d3d1c79fd80752cd463		https://www.encodeproject.org/files/ENCFF868NFS/@@download/ENCFF868NFS.bed.gz	hg19			released		control low read depth, inconsistent platforms			
ENCFF148RRJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR177XCS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BRD9-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF155ELE, ENCFF794YNX, ENCFF827TVA	191476	ENCODE Processing Pipeline	f3cd0079b53fea9ab706394a45a8b899		https://www.encodeproject.org/files/ENCFF148RRJ/@@download/ENCFF148RRJ.bed.gz	hg19			released		low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF602NCB	bed narrowPeak	conservative idr thresholded peaks	ENCSR350XWY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				C11orf30-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF001TDO, ENCFF486RQW, ENCFF559KAV, ENCFF820UXS	871663	ENCODE Processing Pipeline	69cc024cd6a350ea564706807f60c6f1		https://www.encodeproject.org/files/ENCFF602NCB/@@download/ENCFF602NCB.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth			
ENCFF339YXQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR699PVC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBFA2T2-human	DNA					False	2017-09-28	ENCODE				1, 2							ENCFF001TDO, ENCFF341FSC, ENCFF723YNA, ENCFF866VBI	528680	ENCODE Processing Pipeline	465530fcb147810f3ba8c96e467899c4		https://www.encodeproject.org/files/ENCFF339YXQ/@@download/ENCFF339YXQ.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF202JYJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR697YLJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBFA2T3-human	DNA					False	2017-09-28	ENCODE				1, 2							ENCFF001TDO, ENCFF120JHT, ENCFF854ZPL, ENCFF885YBC	861057	ENCODE Processing Pipeline	7e1ff185b0298af44babe942b8646511		https://www.encodeproject.org/files/ENCFF202JYJ/@@download/ENCFF202JYJ.bed.gz	hg19			released					
ENCFF740VTJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR948QLZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBX1-human	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF001TDO, ENCFF135TJX, ENCFF491AYX, ENCFF908UOT	165903	ENCODE Processing Pipeline	55a46c61ae40dbfeefbf981ed442e630		https://www.encodeproject.org/files/ENCFF740VTJ/@@download/ENCFF740VTJ.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF692KUW	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BRT	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBX3-human	DNA		see document	see document		False	2012-02-29	ENCODE				1, 2							ENCFF001TDO, ENCFF064WFD, ENCFF653UJT, ENCFF831QNI	325281	ENCODE Processing Pipeline	acb123ed11f022aff111eecf80eaa575		https://www.encodeproject.org/files/ENCFF692KUW/@@download/ENCFF692KUW.bed.gz	hg19			released		low read length, inconsistent platforms, borderline replicate concordance	biological replicates with identical biosample		
ENCFF219DOH	bed narrowPeak	conservative idr thresholded peaks	ENCSR272JAT	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBX5-human	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF361FQK, ENCFF843XJF, ENCFF978SSL	114020	ENCODE Processing Pipeline	6988bdc10ce774b12b0db425c848158c		https://www.encodeproject.org/files/ENCFF219DOH/@@download/ENCFF219DOH.bed.gz	hg19			released		low read depth, borderline replicate concordance			
ENCFF209YTE	bed narrowPeak	conservative idr thresholded peaks	ENCSR343IFJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CC2D1A-human	DNA					False	2017-06-29	ENCODE				1, 2							ENCFF001TDO, ENCFF051PEB, ENCFF299WDT, ENCFF759MGA	352149	ENCODE Processing Pipeline	3447cd4fda35616b6cfce2420fd5cd14		https://www.encodeproject.org/files/ENCFF209YTE/@@download/ENCFF209YTE.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF983SZW	bed narrowPeak	conservative idr thresholded peaks	ENCSR598GER	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CCAR2-human	DNA			SDS	formaldehyde	False	2017-12-01	ENCODE				1, 2							ENCFF001TDO, ENCFF470GVA, ENCFF580YZC, ENCFF655DKD	9724	ENCODE Processing Pipeline	d9bd45804fecfe4e1861cb0d911ee5ea		https://www.encodeproject.org/files/ENCFF983SZW/@@download/ENCFF983SZW.bed.gz	hg19			released		mild to moderate bottlenecking, low read length, low read depth	experiment not submitted to GEO		
ENCFF820ZHR	bed narrowPeak	conservative idr thresholded peaks	ENCSR121PFY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CDC5L-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF001TDO, ENCFF108JTM, ENCFF361EMP, ENCFF830THH	75366	ENCODE Processing Pipeline	6d38cb6be34d63761a9c45259f85d192		https://www.encodeproject.org/files/ENCFF820ZHR/@@download/ENCFF820ZHR.bed.gz	hg19			released					
ENCFF819GCB	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EHE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CEBPB-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF143EHM, ENCFF206BMO, ENCFF755NTM	725058	ENCODE Processing Pipeline	7e414ea9b397b8798ce1f8fb535b1845		https://www.encodeproject.org/files/ENCFF819GCB/@@download/ENCFF819GCB.bed.gz	hg19			released		inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF201PDX	bed narrowPeak	conservative idr thresholded peaks	ENCSR065XVO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CHAMP1-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF001TDO, ENCFF069GYB, ENCFF216MFC, ENCFF869KQW	197690	ENCODE Processing Pipeline	41807fca2427bef06cc8ad3d2d7dab4a		https://www.encodeproject.org/files/ENCFF201PDX/@@download/ENCFF201PDX.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF092GNI	bed narrowPeak	conservative idr thresholded peaks	ENCSR130HEG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				COPS2-human	DNA					False	2016-09-26	ENCODE				1, 2							ENCFF001TDO, ENCFF285LKH, ENCFF407JTS, ENCFF549VOY	1006	ENCODE Processing Pipeline	adedc8be7cf75f5bd62dd37894163ab4		https://www.encodeproject.org/files/ENCFF092GNI/@@download/ENCFF092GNI.bed.gz	hg19			released		borderline replicate concordance, mild to moderate bottlenecking, moderate library complexity			
ENCFF719NIX	bed narrowPeak	conservative idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF695WCL, ENCFF896HIP, ENCFF914GVW	255419	ENCODE Processing Pipeline	4208074ac43189b578f0813cf40c8270		https://www.encodeproject.org/files/ENCFF719NIX/@@download/ENCFF719NIX.bed.gz	hg19			released		borderline replicate concordance, mild to moderate bottlenecking, low read depth, moderate library complexity			
ENCFF744NXL	bed narrowPeak	conservative idr thresholded peaks	ENCSR077DKV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREM-human	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF045SMN, ENCFF357OAA, ENCFF477IXW	604775	ENCODE Processing Pipeline	ca800c0284be134f57aaacdd0316c355		https://www.encodeproject.org/files/ENCFF744NXL/@@download/ENCFF744NXL.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF125XVE	bed narrowPeak	conservative idr thresholded peaks	ENCSR201NQZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CTBP1-human	DNA					False	2016-11-17	ENCODE				1, 2							ENCFF001TDO, ENCFF066ESG, ENCFF467AZP, ENCFF860LBQ	611309	ENCODE Processing Pipeline	9f7e7af57837d5f8d66862f8b7cf3624		https://www.encodeproject.org/files/ENCFF125XVE/@@download/ENCFF125XVE.bed.gz	hg19			released		borderline replicate concordance			
ENCFF559HEE	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF264LXL, ENCFF545EHA, ENCFF595QHF	866636	ENCODE Processing Pipeline	3f577d118c3c2ae7f868e48972c1ff26		https://www.encodeproject.org/files/ENCFF559HEE/@@download/ENCFF559HEE.bed.gz	hg19			released		inconsistent target of control experiment, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF010SPN	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EFO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CUX1-human	DNA		see document	see document		False	2012-08-20	ENCODE				1, 2							ENCFF001TDO, ENCFF599SPU, ENCFF675GZY, ENCFF725FYI	109744	ENCODE Processing Pipeline	2c64aff8b684ec8fca65a8cb14800f67		https://www.encodeproject.org/files/ENCFF010SPN/@@download/ENCFF010SPN.bed.gz	hg19			released		inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF318UQW	bed narrowPeak	conservative idr thresholded peaks	ENCSR030TJP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DACH1-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF218RDF, ENCFF367IRL, ENCFF876GAB	290873	ENCODE Processing Pipeline	ef998fad3e34ae81db0c3e4e02cb66f7		https://www.encodeproject.org/files/ENCFF318UQW/@@download/ENCFF318UQW.bed.gz	hg19			released			experiment not submitted to GEO	partially characterized antibody	
ENCFF738XGF	bed narrowPeak	conservative idr thresholded peaks	ENCSR446LAV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DDX20-human	DNA					False	2016-04-22	ENCODE				1, 2							ENCFF001TDO, ENCFF355OVA, ENCFF390GHC, ENCFF903NXY	130638	ENCODE Processing Pipeline	26afde19db8989bcb8941ebfa250e35d		https://www.encodeproject.org/files/ENCFF738XGF/@@download/ENCFF738XGF.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth, moderate library complexity			
ENCFF633OQQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR387SYS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DEAF1-human	DNA					False	2016-03-30	ENCODE				1, 2							ENCFF001TDO, ENCFF433RNR, ENCFF671XXI, ENCFF774DGH	60284	ENCODE Processing Pipeline	04088c209c696a78154ec3e0025ffc50		https://www.encodeproject.org/files/ENCFF633OQQ/@@download/ENCFF633OQQ.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF997JHM	bed narrowPeak	conservative idr thresholded peaks	ENCSR987PBI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DNMT1-human	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF001TDO, ENCFF904JFG, ENCFF940ADN, ENCFF958LLL	23618	ENCODE Processing Pipeline	ba64babb2e03f2acfa71ad96315d06f5		https://www.encodeproject.org/files/ENCFF997JHM/@@download/ENCFF997JHM.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption, borderline replicate concordance			
ENCFF206HJJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR715CCR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DPF2-human	DNA					False	2016-04-22	ENCODE				1, 2							ENCFF001TDO, ENCFF023VOJ, ENCFF577FLU, ENCFF994IZJ	721887	ENCODE Processing Pipeline	233433cd141483e4d68e08405ce9eebf		https://www.encodeproject.org/files/ENCFF206HJJ/@@download/ENCFF206HJJ.bed.gz	hg19			released					
ENCFF776ARH	bed narrowPeak	conservative idr thresholded peaks	ENCSR720HUL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				E2F1-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF199PBO, ENCFF260KBY, ENCFF721GUV	360065	ENCODE Processing Pipeline	3fd6d5884717808bc6e7d03a8423362c		https://www.encodeproject.org/files/ENCFF776ARH/@@download/ENCFF776ARH.bed.gz	hg19			released		mild to moderate bottlenecking, inconsistent platforms, low read depth, moderate library complexity	experiment not submitted to GEO	poor library complexity, severe bottlenecking, partially characterized antibody	
ENCFF142VQA	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BLI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				E2F6-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF072IAO, ENCFF318UXE, ENCFF373HDQ	333853	ENCODE Processing Pipeline	81c080e63ed8d6937712958f93ca5587		https://www.encodeproject.org/files/ENCFF142VQA/@@download/ENCFF142VQA.bed.gz	hg19			released		low read length, low read depth, borderline replicate concordance, mild to moderate bottlenecking, moderate library complexity, control low read depth	biological replicates with identical biosample	poor library complexity, severe bottlenecking, insufficient read depth	
ENCFF987GXS	bed narrowPeak	conservative idr thresholded peaks	ENCSR171CAY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				E2F7-human	DNA					False	2017-05-17	ENCODE				1, 2							ENCFF001TDO, ENCFF384FEX, ENCFF511NCS, ENCFF649PUW	45337	ENCODE Processing Pipeline	1813a53bd4e912a3e39083983ac631e7		https://www.encodeproject.org/files/ENCFF987GXS/@@download/ENCFF987GXS.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth, moderate library complexity			
ENCFF749OIM	bed narrowPeak	conservative idr thresholded peaks	ENCSR953DVM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				E2F8-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF133EYO, ENCFF696BJA, ENCFF904YUH	153517	ENCODE Processing Pipeline	1f88b53e6adef05457ef6e27111ab839		https://www.encodeproject.org/files/ENCFF749OIM/@@download/ENCFF749OIM.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF211YKN	bed narrowPeak	conservative idr thresholded peaks	ENCSR731LHZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				E4F1-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF249GYD, ENCFF713DFK, ENCFF952KDF	407079	ENCODE Processing Pipeline	b65839c1922ebaf71ca69b22aa855b63		https://www.encodeproject.org/files/ENCFF211YKN/@@download/ENCFF211YKN.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth	out of date analysis, experiment not submitted to GEO	partially characterized antibody	
ENCFF219ZRU	bed narrowPeak	conservative idr thresholded peaks	ENCSR440VKE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ADNP-human	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF590LRH, ENCFF603BTL, ENCFF748XDB	325491	ENCODE Processing Pipeline	51e3bb743f954592f2e9b14ce8f1ef29		https://www.encodeproject.org/files/ENCFF219ZRU/@@download/ENCFF219ZRU.bed.gz	hg19			released		missing genetic modification characterization, low read depth			
ENCFF884CMO	bed narrowPeak	conservative idr thresholded peaks	ENCSR091GVJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ATF1-human	DNA					False	2016-01-14	ENCODE				1, 2							ENCFF001TDO, ENCFF077HXE, ENCFF234YBT, ENCFF621JGB	794386	ENCODE Processing Pipeline	e5bf0fc333d9d3474291eda0297be8bb		https://www.encodeproject.org/files/ENCFF884CMO/@@download/ENCFF884CMO.bed.gz	hg19			released		missing genetic modification characterization			
ENCFF820BLL	bed narrowPeak	conservative idr thresholded peaks	ENCSR632DCH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ATF3-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF001TDO, ENCFF281ART, ENCFF303DKR, ENCFF435TZX	792908	ENCODE Processing Pipeline	98698eff66ac0dfe6cd233f833c610fb		https://www.encodeproject.org/files/ENCFF820BLL/@@download/ENCFF820BLL.bed.gz	hg19			released		missing genetic modification characterization, mild to moderate bottlenecking, low read depth, moderate library complexity			
ENCFF476YGX	bed narrowPeak	conservative idr thresholded peaks	ENCSR740NPG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-BACH1-human	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF469YOH, ENCFF772XDS, ENCFF820FCA	190668	ENCODE Processing Pipeline	10cf300bc70b86079fd310bbd0d61d6b		https://www.encodeproject.org/files/ENCFF476YGX/@@download/ENCFF476YGX.bed.gz	hg19			released		missing genetic modification characterization			
